Year,AgeGroup,Month,Unemployment,Date,MonthNum
2015,16 years and over,Jan,5.7,2015-01-01,1
2015,16 years and over,Feb,5.5,2015-02-01,2
2015,16 years and over,Mar,5.4,2015-03-01,3
2015,16 years and over,Apr,5.4,2015-04-01,4
2015,16 years and over,May,5.6,2015-05-01,5
2015,16 years and over,Jun,5.3,2015-06-01,6
2015,16 years and over,Jul,5.2,2015-07-01,7
2015,16 years and over,Aug,5.1,2015-08-01,8
2015,16 years and over,Sep,5.0,2015-09-01,9
2015,16 years and over,Oct,5.0,2015-10-01,10
2015,16 years and over,Nov,5.1,2015-11-01,11
2015,16 years and over,Dec,5.0,2015-12-01,12
2016,16 years and over,Jan,4.8,2016-01-01,1
2016,16 years and over,Feb,4.9,2016-02-01,2
2016,16 years and over,Mar,5.0,2016-03-01,3
2016,16 years and over,Apr,5.1,2016-04-01,4
2016,16 years and over,May,4.8,2016-05-01,5
2016,16 years and over,Jun,4.9,2016-06-01,6
2016,16 years and over,Jul,4.8,2016-07-01,7
2016,16 years and over,Aug,4.9,2016-08-01,8
2016,16 years and over,Sep,5.0,2016-09-01,9
2016,16 years and over,Oct,4.9,2016-10-01,10
2016,16 years and over,Nov,4.7,2016-11-01,11
2016,16 years and over,Dec,4.7,2016-12-01,12
2017,16 years and over,Jan,4.7,2017-01-01,1
2017,16 years and over,Feb,4.6,2017-02-01,2
2017,16 years and over,Mar,4.4,2017-03-01,3
2017,16 years and over,Apr,4.4,2017-04-01,4
2017,16 years and over,May,4.4,2017-05-01,5
2017,16 years and over,Jun,4.3,2017-06-01,6
2017,16 years and over,Jul,4.3,2017-07-01,7
2017,16 years and over,Aug,4.4,2017-08-01,8
2017,16 years and over,Sep,4.3,2017-09-01,9
2017,16 years and over,Oct,4.2,2017-10-01,10
2017,16 years and over,Nov,4.2,2017-11-01,11
2017,16 years and over,Dec,4.1,2017-12-01,12
2018,16 years and over,Jan,4.0,2018-01-01,1
2018,16 years and over,Feb,4.1,2018-02-01,2
2018,16 years and over,Mar,4.0,2018-03-01,3
2018,16 years and over,Apr,4.0,2018-04-01,4
2018,16 years and over,May,3.8,2018-05-01,5
2018,16 years and over,Jun,4.0,2018-06-01,6
2018,16 years and over,Jul,3.8,2018-07-01,7
2018,16 years and over,Aug,3.8,2018-08-01,8
2018,16 years and over,Sep,3.7,2018-09-01,9
2018,16 years and over,Oct,3.8,2018-10-01,10
2018,16 years and over,Nov,3.8,2018-11-01,11
2018,16 years and over,Dec,3.9,2018-12-01,12
2019,16 years and over,Jan,4.0,2019-01-01,1
2019,16 years and over,Feb,3.8,2019-02-01,2
2019,16 years and over,Mar,3.8,2019-03-01,3
2019,16 years and over,Apr,3.7,2019-04-01,4
2019,16 years and over,May,3.6,2019-05-01,5
2019,16 years and over,Jun,3.6,2019-06-01,6
2019,16 years and over,Jul,3.7,2019-07-01,7
2019,16 years and over,Aug,3.6,2019-08-01,8
2019,16 years and over,Sep,3.5,2019-09-01,9
2019,16 years and over,Oct,3.6,2019-10-01,10
2019,16 years and over,Nov,3.6,2019-11-01,11
2019,16 years and over,Dec,3.6,2019-12-01,12
2020,16 years and over,Jan,3.6,2020-01-01,1
2020,16 years and over,Feb,3.5,2020-02-01,2
2020,16 years and over,Mar,4.4,2020-03-01,3
2020,16 years and over,Apr,14.8,2020-04-01,4
2020,16 years and over,May,13.2,2020-05-01,5
2020,16 years and over,Jun,11.0,2020-06-01,6
2020,16 years and over,Jul,10.2,2020-07-01,7
2020,16 years and over,Aug,8.4,2020-08-01,8
2020,16 years and over,Sep,7.8,2020-09-01,9
2020,16 years and over,Oct,6.9,2020-10-01,10
2020,16 years and over,Nov,6.7,2020-11-01,11
2020,16 years and over,Dec,6.7,2020-12-01,12
2021,16 years and over,Jan,6.4,2021-01-01,1
2021,16 years and over,Feb,6.2,2021-02-01,2
2021,16 years and over,Mar,6.1,2021-03-01,3
2021,16 years and over,Apr,6.1,2021-04-01,4
2021,16 years and over,May,5.8,2021-05-01,5
2021,16 years and over,Jun,5.9,2021-06-01,6
2021,16 years and over,Jul,5.4,2021-07-01,7
2021,16 years and over,Aug,5.1,2021-08-01,8
2021,16 years and over,Sep,4.7,2021-09-01,9
2021,16 years and over,Oct,4.5,2021-10-01,10
2021,16 years and over,Nov,4.2,2021-11-01,11
2021,16 years and over,Dec,3.9,2021-12-01,12
2022,16 years and over,Jan,4.0,2022-01-01,1
2022,16 years and over,Feb,3.8,2022-02-01,2
2022,16 years and over,Mar,3.7,2022-03-01,3
2022,16 years and over,Apr,3.7,2022-04-01,4
2022,16 years and over,May,3.6,2022-05-01,5
2022,16 years and over,Jun,3.6,2022-06-01,6
2022,16 years and over,Jul,3.5,2022-07-01,7
2022,16 years and over,Aug,3.6,2022-08-01,8
2022,16 years and over,Sep,3.5,2022-09-01,9
2022,16 years and over,Oct,3.6,2022-10-01,10
2022,16 years and over,Nov,3.6,2022-11-01,11
2022,16 years and over,Dec,3.5,2022-12-01,12
2023,16 years and over,Jan,3.5,2023-01-01,1
2023,16 years and over,Feb,3.6,2023-02-01,2
2023,16 years and over,Mar,3.5,2023-03-01,3
2023,16 years and over,Apr,3.4,2023-04-01,4
2023,16 years and over,May,3.6,2023-05-01,5
2023,16 years and over,Jun,3.6,2023-06-01,6
2023,16 years and over,Jul,3.5,2023-07-01,7
2023,16 years and over,Aug,3.7,2023-08-01,8
2023,16 years and over,Sep,3.8,2023-09-01,9
2023,16 years and over,Oct,3.9,2023-10-01,10
2023,16 years and over,Nov,3.7,2023-11-01,11
2023,16 years and over,Dec,3.8,2023-12-01,12
2024,16 years and over,Jan,3.7,2024-01-01,1
2024,16 years and over,Feb,3.9,2024-02-01,2
2024,16 years and over,Mar,3.9,2024-03-01,3
2024,16 years and over,Apr,3.9,2024-04-01,4
2024,16 years and over,May,4.0,2024-05-01,5
2024,16 years and over,Jun,4.1,2024-06-01,6
2024,16 years and over,Jul,4.2,2024-07-01,7
2024,16 years and over,Aug,4.2,2024-08-01,8
2024,16 years and over,Sep,4.1,2024-09-01,9
2024,16 years and over,Oct,4.1,2024-10-01,10
2024,16 years and over,Nov,4.2,2024-11-01,11
2024,16 years and over,Dec,4.1,2024-12-01,12
2025,16 years and over,Jan,4.0,2025-01-01,1
2025,16 years and over,Feb,4.1,2025-02-01,2
2025,16 years and over,Mar,4.2,2025-03-01,3
2025,16 years and over,Apr,4.2,2025-04-01,4
2025,16 years and over,May,4.2,2025-05-01,5
2025,16 years and over,Jun,4.1,2025-06-01,6
2025,16 years and over,Jul,,2025-07-01,7
2025,16 years and over,Aug,,2025-08-01,8
2025,16 years and over,Sep,,2025-09-01,9
2025,16 years and over,Oct,,2025-10-01,10
2025,16 years and over,Nov,,2025-11-01,11
2025,16 years and over,Dec,,2025-12-01,12
2015,16 to 19 years,Jan,18.5,2015-01-01,1
2015,16 to 19 years,Feb,16.9,2015-02-01,2
2015,16 to 19 years,Mar,17.5,2015-03-01,3
2015,16 to 19 years,Apr,17.2,2015-04-01,4
2015,16 to 19 years,May,17.8,2015-05-01,5
2015,16 to 19 years,Jun,18.0,2015-06-01,6
2015,16 to 19 years,Jul,16.4,2015-07-01,7
2015,16 to 19 years,Aug,16.9,2015-08-01,8
2015,16 to 19 years,Sep,16.5,2015-09-01,9
2015,16 to 19 years,Oct,15.9,2015-10-01,10
2015,16 to 19 years,Nov,15.3,2015-11-01,11
2015,16 to 19 years,Dec,16.2,2015-12-01,12
2016,16 to 19 years,Jan,15.9,2016-01-01,1
2016,16 to 19 years,Feb,15.4,2016-02-01,2
2016,16 to 19 years,Mar,16.0,2016-03-01,3
2016,16 to 19 years,Apr,16.1,2016-04-01,4
2016,16 to 19 years,May,15.9,2016-05-01,5
2016,16 to 19 years,Jun,16.0,2016-06-01,6
2016,16 to 19 years,Jul,15.2,2016-07-01,7
2016,16 to 19 years,Aug,15.7,2016-08-01,8
2016,16 to 19 years,Sep,16.1,2016-09-01,9
2016,16 to 19 years,Oct,15.8,2016-10-01,10
2016,16 to 19 years,Nov,15.5,2016-11-01,11
2016,16 to 19 years,Dec,14.9,2016-12-01,12
2017,16 to 19 years,Jan,14.6,2017-01-01,1
2017,16 to 19 years,Feb,14.6,2017-02-01,2
2017,16 to 19 years,Mar,13.4,2017-03-01,3
2017,16 to 19 years,Apr,14.4,2017-04-01,4
2017,16 to 19 years,May,14.2,2017-05-01,5
2017,16 to 19 years,Jun,13.6,2017-06-01,6
2017,16 to 19 years,Jul,13.2,2017-07-01,7
2017,16 to 19 years,Aug,13.9,2017-08-01,8
2017,16 to 19 years,Sep,12.9,2017-09-01,9
2017,16 to 19 years,Oct,14.0,2017-10-01,10
2017,16 to 19 years,Nov,16.2,2017-11-01,11
2017,16 to 19 years,Dec,13.6,2017-12-01,12
2018,16 to 19 years,Jan,13.8,2018-01-01,1
2018,16 to 19 years,Feb,14.4,2018-02-01,2
2018,16 to 19 years,Mar,13.2,2018-03-01,3
2018,16 to 19 years,Apr,12.7,2018-04-01,4
2018,16 to 19 years,May,13.1,2018-05-01,5
2018,16 to 19 years,Jun,12.6,2018-06-01,6
2018,16 to 19 years,Jul,12.9,2018-07-01,7
2018,16 to 19 years,Aug,12.8,2018-08-01,8
2018,16 to 19 years,Sep,12.3,2018-09-01,9
2018,16 to 19 years,Oct,12.1,2018-10-01,10
2018,16 to 19 years,Nov,12.4,2018-11-01,11
2018,16 to 19 years,Dec,12.6,2018-12-01,12
2019,16 to 19 years,Jan,13.2,2019-01-01,1
2019,16 to 19 years,Feb,13.8,2019-02-01,2
2019,16 to 19 years,Mar,12.7,2019-03-01,3
2019,16 to 19 years,Apr,13.1,2019-04-01,4
2019,16 to 19 years,May,12.9,2019-05-01,5
2019,16 to 19 years,Jun,12.6,2019-06-01,6
2019,16 to 19 years,Jul,12.6,2019-07-01,7
2019,16 to 19 years,Aug,12.3,2019-08-01,8
2019,16 to 19 years,Sep,12.2,2019-09-01,9
2019,16 to 19 years,Oct,11.9,2019-10-01,10
2019,16 to 19 years,Nov,12.0,2019-11-01,11
2019,16 to 19 years,Dec,12.6,2019-12-01,12
2020,16 to 19 years,Jan,12.5,2020-01-01,1
2020,16 to 19 years,Feb,11.3,2020-02-01,2
2020,16 to 19 years,Mar,14.3,2020-03-01,3
2020,16 to 19 years,Apr,32.8,2020-04-01,4
2020,16 to 19 years,May,30.5,2020-05-01,5
2020,16 to 19 years,Jun,22.5,2020-06-01,6
2020,16 to 19 years,Jul,19.2,2020-07-01,7
2020,16 to 19 years,Aug,16.5,2020-08-01,8
2020,16 to 19 years,Sep,16.0,2020-09-01,9
2020,16 to 19 years,Oct,13.8,2020-10-01,10
2020,16 to 19 years,Nov,13.8,2020-11-01,11
2020,16 to 19 years,Dec,15.8,2020-12-01,12
2021,16 to 19 years,Jan,15.0,2021-01-01,1
2021,16 to 19 years,Feb,13.9,2021-02-01,2
2021,16 to 19 years,Mar,13.0,2021-03-01,3
2021,16 to 19 years,Apr,12.1,2021-04-01,4
2021,16 to 19 years,May,9.7,2021-05-01,5
2021,16 to 19 years,Jun,11.3,2021-06-01,6
2021,16 to 19 years,Jul,10.5,2021-07-01,7
2021,16 to 19 years,Aug,11.0,2021-08-01,8
2021,16 to 19 years,Sep,11.1,2021-09-01,9
2021,16 to 19 years,Oct,11.3,2021-10-01,10
2021,16 to 19 years,Nov,10.9,2021-11-01,11
2021,16 to 19 years,Dec,11.0,2021-12-01,12
2022,16 to 19 years,Jan,11.1,2022-01-01,1
2022,16 to 19 years,Feb,10.2,2022-02-01,2
2022,16 to 19 years,Mar,10.2,2022-03-01,3
2022,16 to 19 years,Apr,10.7,2022-04-01,4
2022,16 to 19 years,May,10.5,2022-05-01,5
2022,16 to 19 years,Jun,11.1,2022-06-01,6
2022,16 to 19 years,Jul,11.3,2022-07-01,7
2022,16 to 19 years,Aug,10.1,2022-08-01,8
2022,16 to 19 years,Sep,11.3,2022-09-01,9
2022,16 to 19 years,Oct,10.6,2022-10-01,10
2022,16 to 19 years,Nov,11.3,2022-11-01,11
2022,16 to 19 years,Dec,10.5,2022-12-01,12
2023,16 to 19 years,Jan,10.4,2023-01-01,1
2023,16 to 19 years,Feb,11.1,2023-02-01,2
2023,16 to 19 years,Mar,9.8,2023-03-01,3
2023,16 to 19 years,Apr,9.4,2023-04-01,4
2023,16 to 19 years,May,10.3,2023-05-01,5
2023,16 to 19 years,Jun,11.3,2023-06-01,6
2023,16 to 19 years,Jul,11.4,2023-07-01,7
2023,16 to 19 years,Aug,12.2,2023-08-01,8
2023,16 to 19 years,Sep,11.6,2023-09-01,9
2023,16 to 19 years,Oct,13.1,2023-10-01,10
2023,16 to 19 years,Nov,11.4,2023-11-01,11
2023,16 to 19 years,Dec,11.9,2023-12-01,12
2024,16 to 19 years,Jan,10.6,2024-01-01,1
2024,16 to 19 years,Feb,12.6,2024-02-01,2
2024,16 to 19 years,Mar,12.6,2024-03-01,3
2024,16 to 19 years,Apr,11.8,2024-04-01,4
2024,16 to 19 years,May,12.4,2024-05-01,5
2024,16 to 19 years,Jun,12.3,2024-06-01,6
2024,16 to 19 years,Jul,12.6,2024-07-01,7
2024,16 to 19 years,Aug,14.2,2024-08-01,8
2024,16 to 19 years,Sep,14.2,2024-09-01,9
2024,16 to 19 years,Oct,13.7,2024-10-01,10
2024,16 to 19 years,Nov,13.1,2024-11-01,11
2024,16 to 19 years,Dec,12.4,2024-12-01,12
2025,16 to 19 years,Jan,11.8,2025-01-01,1
2025,16 to 19 years,Feb,12.9,2025-02-01,2
2025,16 to 19 years,Mar,13.7,2025-03-01,3
2025,16 to 19 years,Apr,13.0,2025-04-01,4
2025,16 to 19 years,May,13.4,2025-05-01,5
2025,16 to 19 years,Jun,14.4,2025-06-01,6
2025,16 to 19 years,Jul,,2025-07-01,7
2025,16 to 19 years,Aug,,2025-08-01,8
2025,16 to 19 years,Sep,,2025-09-01,9
2025,16 to 19 years,Oct,,2025-10-01,10
2025,16 to 19 years,Nov,,2025-11-01,11
2025,16 to 19 years,Dec,,2025-12-01,12
2015,20 years and over,Jan,5.3,2015-01-01,1
2015,20 years and over,Feb,5.2,2015-02-01,2
2015,20 years and over,Mar,5.1,2015-03-01,3
2015,20 years and over,Apr,5.0,2015-04-01,4
2015,20 years and over,May,5.2,2015-05-01,5
2015,20 years and over,Jun,4.8,2015-06-01,6
2015,20 years and over,Jul,4.8,2015-07-01,7
2015,20 years and over,Aug,4.7,2015-08-01,8
2015,20 years and over,Sep,4.7,2015-09-01,9
2015,20 years and over,Oct,4.7,2015-10-01,10
2015,20 years and over,Nov,4.8,2015-11-01,11
2015,20 years and over,Dec,4.6,2015-12-01,12
2016,20 years and over,Jan,4.3,2016-01-01,1
2016,20 years and over,Feb,4.4,2016-02-01,2
2016,20 years and over,Mar,4.5,2016-03-01,3
2016,20 years and over,Apr,4.7,2016-04-01,4
2016,20 years and over,May,4.4,2016-05-01,5
2016,20 years and over,Jun,4.5,2016-06-01,6
2016,20 years and over,Jul,4.7,2016-07-01,7
2016,20 years and over,Aug,4.5,2016-08-01,8
2016,20 years and over,Sep,4.7,2016-09-01,9
2016,20 years and over,Oct,4.6,2016-10-01,10
2016,20 years and over,Nov,4.4,2016-11-01,11
2016,20 years and over,Dec,4.4,2016-12-01,12
2017,20 years and over,Jan,4.3,2017-01-01,1
2017,20 years and over,Feb,4.2,2017-02-01,2
2017,20 years and over,Mar,4.2,2017-03-01,3
2017,20 years and over,Apr,3.9,2017-04-01,4
2017,20 years and over,May,3.9,2017-05-01,5
2017,20 years and over,Jun,3.9,2017-06-01,6
2017,20 years and over,Jul,4.0,2017-07-01,7
2017,20 years and over,Aug,4.1,2017-08-01,8
2017,20 years and over,Sep,3.9,2017-09-01,9
2017,20 years and over,Oct,3.9,2017-10-01,10
2017,20 years and over,Nov,3.8,2017-11-01,11
2017,20 years and over,Dec,3.8,2017-12-01,12
2018,20 years and over,Jan,3.7,2018-01-01,1
2018,20 years and over,Feb,3.6,2018-02-01,2
2018,20 years and over,Mar,3.6,2018-03-01,3
2018,20 years and over,Apr,3.7,2018-04-01,4
2018,20 years and over,May,3.6,2018-05-01,5
2018,20 years and over,Jun,3.7,2018-06-01,6
2018,20 years and over,Jul,3.4,2018-07-01,7
2018,20 years and over,Aug,3.5,2018-08-01,8
2018,20 years and over,Sep,3.5,2018-09-01,9
2018,20 years and over,Oct,3.6,2018-10-01,10
2018,20 years and over,Nov,3.4,2018-11-01,11
2018,20 years and over,Dec,3.6,2018-12-01,12
2019,20 years and over,Jan,3.6,2019-01-01,1
2019,20 years and over,Feb,3.4,2019-02-01,2
2019,20 years and over,Mar,3.5,2019-03-01,3
2019,20 years and over,Apr,3.4,2019-04-01,4
2019,20 years and over,May,3.3,2019-05-01,5
2019,20 years and over,Jun,3.3,2019-06-01,6
2019,20 years and over,Jul,3.4,2019-07-01,7
2019,20 years and over,Aug,3.4,2019-08-01,8
2019,20 years and over,Sep,3.3,2019-09-01,9
2019,20 years and over,Oct,3.4,2019-10-01,10
2019,20 years and over,Nov,3.2,2019-11-01,11
2019,20 years and over,Dec,3.2,2019-12-01,12
2020,20 years and over,Jan,3.2,2020-01-01,1
2020,20 years and over,Feb,3.3,2020-02-01,2
2020,20 years and over,Mar,4.1,2020-03-01,3
2020,20 years and over,Apr,13.0,2020-04-01,4
2020,20 years and over,May,11.5,2020-05-01,5
2020,20 years and over,Jun,10.1,2020-06-01,6
2020,20 years and over,Jul,9.4,2020-07-01,7
2020,20 years and over,Aug,7.9,2020-08-01,8
2020,20 years and over,Sep,7.3,2020-09-01,9
2020,20 years and over,Oct,6.8,2020-10-01,10
2020,20 years and over,Nov,6.6,2020-11-01,11
2020,20 years and over,Dec,6.4,2020-12-01,12
2021,20 years and over,Jan,6.1,2021-01-01,1
2021,20 years and over,Feb,6.0,2021-02-01,2
2021,20 years and over,Mar,5.9,2021-03-01,3
2021,20 years and over,Apr,6.0,2021-04-01,4
2021,20 years and over,May,5.8,2021-05-01,5
2021,20 years and over,Jun,5.8,2021-06-01,6
2021,20 years and over,Jul,5.4,2021-07-01,7
2021,20 years and over,Aug,5.0,2021-08-01,8
2021,20 years and over,Sep,4.7,2021-09-01,9
2021,20 years and over,Oct,4.3,2021-10-01,10
2021,20 years and over,Nov,3.9,2021-11-01,11
2021,20 years and over,Dec,3.7,2021-12-01,12
2022,20 years and over,Jan,3.7,2022-01-01,1
2022,20 years and over,Feb,3.6,2022-02-01,2
2022,20 years and over,Mar,3.4,2022-03-01,3
2022,20 years and over,Apr,3.5,2022-04-01,4
2022,20 years and over,May,3.4,2022-05-01,5
2022,20 years and over,Jun,3.4,2022-06-01,6
2022,20 years and over,Jul,3.3,2022-07-01,7
2022,20 years and over,Aug,3.4,2022-08-01,8
2022,20 years and over,Sep,3.3,2022-09-01,9
2022,20 years and over,Oct,3.3,2022-10-01,10
2022,20 years and over,Nov,3.3,2022-11-01,11
2022,20 years and over,Dec,3.2,2022-12-01,12
2023,20 years and over,Jan,3.2,2023-01-01,1
2023,20 years and over,Feb,3.3,2023-02-01,2
2023,20 years and over,Mar,3.4,2023-03-01,3
2023,20 years and over,Apr,3.3,2023-04-01,4
2023,20 years and over,May,3.4,2023-05-01,5
2023,20 years and over,Jun,3.4,2023-06-01,6
2023,20 years and over,Jul,3.4,2023-07-01,7
2023,20 years and over,Aug,3.6,2023-08-01,8
2023,20 years and over,Sep,3.8,2023-09-01,9
2023,20 years and over,Oct,3.7,2023-10-01,10
2023,20 years and over,Nov,3.7,2023-11-01,11
2023,20 years and over,Dec,3.6,2023-12-01,12
2024,20 years and over,Jan,3.6,2024-01-01,1
2024,20 years and over,Feb,3.5,2024-02-01,2
2024,20 years and over,Mar,3.4,2024-03-01,3
2024,20 years and over,Apr,3.6,2024-04-01,4
2024,20 years and over,May,3.8,2024-05-01,5
2024,20 years and over,Jun,3.8,2024-06-01,6
2024,20 years and over,Jul,4.0,2024-07-01,7
2024,20 years and over,Aug,3.9,2024-08-01,8
2024,20 years and over,Sep,3.8,2024-09-01,9
2024,20 years and over,Oct,3.9,2024-10-01,10
2024,20 years and over,Nov,3.9,2024-11-01,11
2024,20 years and over,Dec,3.7,2024-12-01,12
2025,20 years and over,Jan,3.7,2025-01-01,1
2025,20 years and over,Feb,3.8,2025-02-01,2
2025,20 years and over,Mar,3.8,2025-03-01,3
2025,20 years and over,Apr,4.0,2025-04-01,4
2025,20 years and over,May,3.9,2025-05-01,5
2025,20 years and over,Jun,3.9,2025-06-01,6
2025,20 years and over,Jul,,2025-07-01,7
2025,20 years and over,Aug,,2025-08-01,8
2025,20 years and over,Sep,,2025-09-01,9
2025,20 years and over,Oct,,2025-10-01,10
2025,20 years and over,Nov,,2025-11-01,11
2025,20 years and over,Dec,,2025-12-01,12
2015,20 years and over,Jan,5.0,2015-01-01,1
2015,20 years and over,Feb,4.9,2015-02-01,2
2015,20 years and over,Mar,4.9,2015-03-01,3
2015,20 years and over,Apr,5.0,2015-04-01,4
2015,20 years and over,May,5.1,2015-05-01,5
2015,20 years and over,Jun,4.7,2015-06-01,6
2015,20 years and over,Jul,4.8,2015-07-01,7
2015,20 years and over,Aug,4.6,2015-08-01,8
2015,20 years and over,Sep,4.6,2015-09-01,9
2015,20 years and over,Oct,4.6,2015-10-01,10
2015,20 years and over,Nov,4.6,2015-11-01,11
2015,20 years and over,Dec,4.5,2015-12-01,12
2016,20 years and over,Jan,4.5,2016-01-01,1
2016,20 years and over,Feb,4.5,2016-02-01,2
2016,20 years and over,Mar,4.7,2016-03-01,3
2016,20 years and over,Apr,4.6,2016-04-01,4
2016,20 years and over,May,4.3,2016-05-01,5
2016,20 years and over,Jun,4.4,2016-06-01,6
2016,20 years and over,Jul,4.1,2016-07-01,7
2016,20 years and over,Aug,4.4,2016-08-01,8
2016,20 years and over,Sep,4.4,2016-09-01,9
2016,20 years and over,Oct,4.4,2016-10-01,10
2016,20 years and over,Nov,4.3,2016-11-01,11
2016,20 years and over,Dec,4.3,2016-12-01,12
2017,20 years and over,Jan,4.3,2017-01-01,1
2017,20 years and over,Feb,4.2,2017-02-01,2
2017,20 years and over,Mar,4.0,2017-03-01,3
2017,20 years and over,Apr,4.1,2017-04-01,4
2017,20 years and over,May,4.1,2017-05-01,5
2017,20 years and over,Jun,3.9,2017-06-01,6
2017,20 years and over,Jul,3.9,2017-07-01,7
2017,20 years and over,Aug,4.0,2017-08-01,8
2017,20 years and over,Sep,3.9,2017-09-01,9
2017,20 years and over,Oct,3.7,2017-10-01,10
2017,20 years and over,Nov,3.7,2017-11-01,11
2017,20 years and over,Dec,3.8,2017-12-01,12
2018,20 years and over,Jan,3.6,2018-01-01,1
2018,20 years and over,Feb,3.7,2018-02-01,2
2018,20 years and over,Mar,3.7,2018-03-01,3
2018,20 years and over,Apr,3.6,2018-04-01,4
2018,20 years and over,May,3.4,2018-05-01,5
2018,20 years and over,Jun,3.6,2018-06-01,6
2018,20 years and over,Jul,3.6,2018-07-01,7
2018,20 years and over,Aug,3.5,2018-08-01,8
2018,20 years and over,Sep,3.3,2018-09-01,9
2018,20 years and over,Oct,3.4,2018-10-01,10
2018,20 years and over,Nov,3.5,2018-11-01,11
2018,20 years and over,Dec,3.5,2018-12-01,12
2019,20 years and over,Jan,3.6,2019-01-01,1
2019,20 years and over,Feb,3.4,2019-02-01,2
2019,20 years and over,Mar,3.4,2019-03-01,3
2019,20 years and over,Apr,3.2,2019-04-01,4
2019,20 years and over,May,3.3,2019-05-01,5
2019,20 years and over,Jun,3.3,2019-06-01,6
2019,20 years and over,Jul,3.3,2019-07-01,7
2019,20 years and over,Aug,3.2,2019-08-01,8
2019,20 years and over,Sep,3.1,2019-09-01,9
2019,20 years and over,Oct,3.2,2019-10-01,10
2019,20 years and over,Nov,3.3,2019-11-01,11
2019,20 years and over,Dec,3.3,2019-12-01,12
2020,20 years and over,Jan,3.3,2020-01-01,1
2020,20 years and over,Feb,3.1,2020-02-01,2
2020,20 years and over,Mar,4.0,2020-03-01,3
2020,20 years and over,Apr,15.5,2020-04-01,4
2020,20 years and over,May,13.9,2020-05-01,5
2020,20 years and over,Jun,11.2,2020-06-01,6
2020,20 years and over,Jul,10.5,2020-07-01,7
2020,20 years and over,Aug,8.3,2020-08-01,8
2020,20 years and over,Sep,7.8,2020-09-01,9
2020,20 years and over,Oct,6.4,2020-10-01,10
2020,20 years and over,Nov,6.1,2020-11-01,11
2020,20 years and over,Dec,6.3,2020-12-01,12
2021,20 years and over,Jan,6.0,2021-01-01,1
2021,20 years and over,Feb,5.9,2021-02-01,2
2021,20 years and over,Mar,5.7,2021-03-01,3
2021,20 years and over,Apr,5.7,2021-04-01,4
2021,20 years and over,May,5.3,2021-05-01,5
2021,20 years and over,Jun,5.5,2021-06-01,6
2021,20 years and over,Jul,5.0,2021-07-01,7
2021,20 years and over,Aug,4.7,2021-08-01,8
2021,20 years and over,Sep,4.3,2021-09-01,9
2021,20 years and over,Oct,4.2,2021-10-01,10
2021,20 years and over,Nov,3.9,2021-11-01,11
2021,20 years and over,Dec,3.6,2021-12-01,12
2022,20 years and over,Jan,3.7,2022-01-01,1
2022,20 years and over,Feb,3.7,2022-02-01,2
2022,20 years and over,Mar,3.4,2022-03-01,3
2022,20 years and over,Apr,3.3,2022-04-01,4
2022,20 years and over,May,3.4,2022-05-01,5
2022,20 years and over,Jun,3.3,2022-06-01,6
2022,20 years and over,Jul,3.1,2022-07-01,7
2022,20 years and over,Aug,3.2,2022-08-01,8
2022,20 years and over,Sep,3.1,2022-09-01,9
2022,20 years and over,Oct,3.4,2022-10-01,10
2022,20 years and over,Nov,3.3,2022-11-01,11
2022,20 years and over,Dec,3.2,2022-12-01,12
2023,20 years and over,Jan,3.1,2023-01-01,1
2023,20 years and over,Feb,3.3,2023-02-01,2
2023,20 years and over,Mar,3.1,2023-03-01,3
2023,20 years and over,Apr,3.1,2023-04-01,4
2023,20 years and over,May,3.4,2023-05-01,5
2023,20 years and over,Jun,3.1,2023-06-01,6
2023,20 years and over,Jul,3.1,2023-07-01,7
2023,20 years and over,Aug,3.2,2023-08-01,8
2023,20 years and over,Sep,3.1,2023-09-01,9
2023,20 years and over,Oct,3.2,2023-10-01,10
2023,20 years and over,Nov,3.1,2023-11-01,11
2023,20 years and over,Dec,3.3,2023-12-01,12
2024,20 years and over,Jan,3.2,2024-01-01,1
2024,20 years and over,Feb,3.5,2024-02-01,2
2024,20 years and over,Mar,3.6,2024-03-01,3
2024,20 years and over,Apr,3.5,2024-04-01,4
2024,20 years and over,May,3.4,2024-05-01,5
2024,20 years and over,Jun,3.7,2024-06-01,6
2024,20 years and over,Jul,3.8,2024-07-01,7
2024,20 years and over,Aug,3.7,2024-08-01,8
2024,20 years and over,Sep,3.6,2024-09-01,9
2024,20 years and over,Oct,3.6,2024-10-01,10
2024,20 years and over,Nov,3.9,2024-11-01,11
2024,20 years and over,Dec,3.8,2024-12-01,12
2025,20 years and over,Jan,3.7,2025-01-01,1
2025,20 years and over,Feb,3.8,2025-02-01,2
2025,20 years and over,Mar,3.7,2025-03-01,3
2025,20 years and over,Apr,3.7,2025-04-01,4
2025,20 years and over,May,3.9,2025-05-01,5
2025,20 years and over,Jun,3.6,2025-06-01,6
2025,20 years and over,Jul,,2025-07-01,7
2025,20 years and over,Aug,,2025-08-01,8
2025,20 years and over,Sep,,2025-09-01,9
2025,20 years and over,Oct,,2025-10-01,10
2025,20 years and over,Nov,,2025-11-01,11
2025,20 years and over,Dec,,2025-12-01,12
2015,16 years and over,Jan,10.3,2015-01-01,1
2015,16 years and over,Feb,10.1,2015-02-01,2
2015,16 years and over,Mar,9.9,2015-03-01,3
2015,16 years and over,Apr,9.7,2015-04-01,4
2015,16 years and over,May,10.3,2015-05-01,5
